,raw_comment,cleaned,emotion,score,emoji
3458,Final season 😭 Please Noooo,final season  please noooo,disapproval,0.482,
3459,"I feel like I know how it&#39;s going to end (book or not), but, for once, I just wish that a show would just do the unexpected and have the main character end up with the person who just makes them feel happy, safe, and warm. In real life, relationships aren&#39;t necessarily supposed to be easy, but they&#39;re not supposed to rip you apart either. I think there&#39;s a difference between a relationship challenging you and one being challenging itself.<br><br>I&#39;m sure she&#39;ll end up with Conrad - the all or nothing, extreme happiness or crash-and-burn love - and it&#39;s not that I don&#39;t like them together. Jeremiah just feels warm, genuine, realistic, and, well, golden. And that&#39;s how love should be.",i feel like i know how it39s going to end book or not but for once i just wish that a show would just do the unexpected and have the main character end up with the person who just makes them feel happy safe and warm in real life relationships aren39t necessarily supposed to be easy but they39re not supposed to rip you apart either i think there39s a difference between a relationship challenging you and one being challenging itselfbrbri39m sure she39ll end up with conrad  the all or nothing extreme happiness or crashandburn love  and it39s not that i don39t like them together jeremiah just feels warm genuine realistic and well golden and that39s how love should be,desire,0.73,
3460,Im so excited and the Taylor swift song choices are amazing ❤❤,im so excited and the taylor swift song choices are amazing,excitement,0.759,
3461,CONRAD&#39;S HEY JUST CHANGED MY WHOLE LIFE Y&#39;ALL,conrad39s hey just changed my whole life y39all,joy,0.289,😊
3462,team connie babyyyyy i&#39;m sooooooo ready,team connie babyyyyy i39m sooooooo ready,excitement,0.646,
3463,DO NOT RUIN JELLY. I LOVE THEM  TOGETHER,do not ruin jelly i love them  together,love,0.899,❤️
3464,Daylight for our Golden Boyy!!❤Belkyjere ftw,daylight for our golden boyybelkyjere ftw,neutral,0.957,
3465,being in a 4 year relationship and then switching back to the WORSE option is crazy,being in a 4 year relationship and then switching back to the worse option is crazy,annoyance,0.41,
3466,BROO JER!!!<br>I&#39;M FALLING EVEN MORE FOR HIM❤😭😭😭<br>HOW IS HE SO GORG!!!!,broo jerbri39m falling even more for himbrhow is he so gorg,neutral,0.886,
3467,"Nobody can make me hate Jer🙂. Also the dancing in the street is so Delena coded, I love it",nobody can make me hate jer also the dancing in the street is so delena coded i love it,love,0.919,❤️
3468,Jeremiah Fisher your downfall is coming,jeremiah fisher your downfall is coming,neutral,0.847,
3469,NO STOP JEREMIAH DESERVES THE WORLD,no stop jeremiah deserves the world,neutral,0.475,
3470,I’m so excited!!! TEAM CONRAD!!!❤❤❤,im so excited team conrad,excitement,0.828,
3471,that &#39;HEY&#39; just took my heart away 😭,that 39hey39 just took my heart away,sadness,0.874,😢
3472,Shut up!!! Why are all the major series ending this year😭😭😭 <br>That too THIS YEAR!!! When I am in my most significant year of schooling😭<br>It&#39;s just sad yk😔,shut up why are all the major series ending this year brthat too this year when i am in my most significant year of schoolingbrit39s just sad yk,sadness,0.807,😢
3473,"<a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=41"">0:41</a> BUT ITS GOLDEN AND CONRAD SHOW UP 🥹",a href but its golden and conrad show up,neutral,0.965,
3474,Bro Jere looks so happy 😊,bro jere looks so happy,joy,0.884,😊
3475,"Conrad was brought on red: &quot;loving him was red&quot; whileee jeremiah was brought on daylight: &quot; i once believed love would be burning red, but its golden&quot; 😭😭😭",conrad was brought on red quotloving him was redquot whileee jeremiah was brought on daylight quot i once believed love would be burning red but its goldenquot,neutral,0.908,
3476,"hey conrad, red ❤️‍🩹 ♾️ for you...",hey conrad red   for you,neutral,0.97,
3477,It If I was Conrad I would have moved on with new girl he deserved better yikes the whole trailer is full of jelly yikes I’m not even team bonrad just want to see happy Conrad,it if i was conrad i would have moved on with new girl he deserved better yikes the whole trailer is full of jelly yikes im not even team bonrad just want to see happy conrad,neutral,0.541,
3478,AI MEU CORAÇÃO,ai meu coração,neutral,0.93,
3479,What happened to her,what happened to her,curiosity,0.592,
3480,Team Conrad all the way!!!!,team conrad all the way,neutral,0.961,
3481,Finally ❤,finally,neutral,0.938,
3482,Stop I hate her,stop i hate her,anger,0.846,😡
3483,"<b><i>Belly should stay with Jeremiah, they have a lot of chemistry. I&#39;m team Jeremiah, by the way.</i></b>",bibelly should stay with jeremiah they have a lot of chemistry i39m team jeremiah by the wayib,neutral,0.865,
3484,After all those love scenes and she still thinks bout Conrad god I hate her,after all those love scenes and she still thinks bout conrad god i hate her,anger,0.551,😡
3485,"I swear to God if jeremiah&#39;s heart gets broken again, i&#39;ll rage",i swear to god if jeremiah39s heart gets broken again i39ll rage,anger,0.401,😡
3486,conrad’s one word took over this whole teaser. i am so ready for this season,conrads one word took over this whole teaser i am so ready for this season,excitement,0.656,
3487,Lover being an album where Taylor thought that that was the person she was gonna spend the rest of her life with but it didn’t turn out to be…I see you Jenny Han we are getting a bonrad ending,lover being an album where taylor thought that that was the person she was gonna spend the rest of her life with but it didnt turn out to bei see you jenny han we are getting a bonrad ending,neutral,0.727,
3488,OH MY GOD MY GIRLY DRAMA JUST CAME WITH THAT TRAILER,oh my god my girly drama just came with that trailer,surprise,0.533,😲
3489,"I&#39;m team Conrad but seeing how happy Jere and Belly looked, I&#39;m questioning the ending😭",i39m team conrad but seeing how happy jere and belly looked i39m questioning the ending,neutral,0.543,
3490,TEAM JELLY forever,team jelly forever,neutral,0.967,
3491,a face of disgust until I saw Conrad,a face of disgust until i saw conrad,disgust,0.774,
3492,DAMMMNNN!!!<br><br>THE SONG CHOICE!? THE TRANSITION??!!,dammmnnnbrbrthe song choice the transition,neutral,0.97,
3493,I CANT WAIT TILL JULY BROOOOO,i cant wait till july brooooo,neutral,0.562,
3494,Im so ready for the downfall of Jeremiah😝,im so ready for the downfall of jeremiah,neutral,0.739,
3495,CONNIE BABY’s REDEMTION ARC 😊,connie babys redemtion arc,neutral,0.967,
3496,No show can quite pull off the Taylor Swift drops like The Summer I Turned Pretty 😂,no show can quite pull off the taylor swift drops like the summer i turned pretty,admiration,0.301,
3497,Team conrad ❤,team conrad,neutral,0.967,
3498,MY BABIES STOPPPP,my babies stopppp,neutral,0.914,
3499,BUT LOVING HIM WAS RED🫣🫣🥰🥰🥰,but loving him was red,love,0.933,❤️
3500,pls connieeeeeee all the wayyyyyy,pls connieeeeeee all the wayyyyyy,neutral,0.938,
3501,Golden Love!!!!! Team Jeremiah forever 💛,golden love team jeremiah forever,love,0.899,❤️
3502,Team Jeremiah. Please don&#39;t break his heart again.<br>JELLYFISHHHHH!!!!,team jeremiah please don39t break his heart againbrjellyfishhhhh,neutral,0.505,
3503,Gosh finally,gosh finally,neutral,0.577,
3504,JELLYYYYYY,jellyyyyyy,neutral,0.95,
3505,I GASPED 😭💕,i gasped,surprise,0.328,😲
3506,UGH! Conrad ruins EVERYTHING 😭,ugh conrad ruins everything,neutral,0.44,
3507,STOPPPPP IM SO HYPEDDDD AHDNDEJDMEJEJ I I CANT WAITTTT!! AND THE TRANSITION BETWEEN DAYLIGHT AND RED OMGGG TEAM CONRADDDD!!!,stoppppp im so hypedddd ahdndejdmejej i i cant waitttt and the transition between daylight and red omggg team conradddd,neutral,0.878,
3508,Amo amo amooo dios no puedo esperar,amo amo amooo dios no puedo esperar,neutral,0.877,
3509,"I had to put the show on hold for a while when it first came out, because although I’d had the books for some time.. I kept putting off reading. Finally did and then binged the first two seasons. So glad I get to watch the final season/chapter &amp; enjoy it in real time and on time. Can’t wait! Now I need to hurry &amp; dust off we were liars &amp; get started on that before ITS premiere.",i had to put the show on hold for a while when it first came out because although id had the books for some time i kept putting off reading finally did and then binged the first two seasons so glad i get to watch the final seasonchapter amp enjoy it in real time and on time cant wait now i need to hurry amp dust off we were liars amp get started on that before its premiere,joy,0.801,😊
3510,Noooooo what do you mean hey,noooooo what do you mean hey,neutral,0.413,
3511,WHO ELSE IS FRICKING SCREAMING!!!! 😱😱😱😱😱😍😍😍😍,who else is fricking screaming,neutral,0.523,
3512,"My problem is how do you be with someone who has been with your brother, or sister. It just feels wrong....",my problem is how do you be with someone who has been with your brother or sister it just feels wrong,disapproval,0.595,
3513,JEREMIAH THEY COULD NEVER MAKE ME HATE YOU!!!,jeremiah they could never make me hate you,neutral,0.597,
3514,Everyone who hasn&#39;t read the books living in blissful ignorance - the books wreck one of the boys and then she chooses teh wrong guy :((((,everyone who hasn39t read the books living in blissful ignorance  the books wreck one of the boys and then she chooses teh wrong guy,neutral,0.799,
3515,THE SONGGG SAYSS IT ALLLLLLLLLLLLLLL,the songgg sayss it alllllllllllllll,neutral,0.837,
3516,No matter what you guys say there&#39;s always this weird scenario whenever she sees Conrad,no matter what you guys say there39s always this weird scenario whenever she sees conrad,neutral,0.792,
3517,mais... pourquoi elle a un tisonnier à la main à la fin ?,mais pourquoi elle a un tisonnier à la main à la fin,neutral,0.948,
3518,OMG LA TRANSITION ENTRE DAYLIGHT ET RED (MES DEUX BÉBÉS 😍) EST INCROYABLE !!!!! 🤩,omg la transition entre daylight et red mes deux bébés  est incroyable,neutral,0.591,
3519,Now I know to which scene I&#39;m going to watch the series. With that &quot;Hi&quot; is going to be the end of the series for me. I don&#39;t wanna ruin my Belly and Jere vibe :D,now i know to which scene i39m going to watch the series with that quothiquot is going to be the end of the series for me i don39t wanna ruin my belly and jere vibe d,neutral,0.476,
3520,"I want belly and jeremiahhh<br>He deserves to be happy, he literally told her he coudn&#39;t take it a second time and she about to break his heart 😭😭",i want belly and jeremiahhhbrhe deserves to be happy he literally told her he coudn39t take it a second time and she about to break his heart,desire,0.604,
3521,Omg I’m so exited!!,omg im so exited,excitement,0.61,
3522,I can&#39;t wait for it,i can39t wait for it,excitement,0.569,
3523,THE END HELLO?!??!,the end hello,neutral,0.963,
3524,Half of the teaser looks like memories of dead wife 😅,half of the teaser looks like memories of dead wife,neutral,0.871,
3525,we&#39;re so backk,we39re so backk,neutral,0.963,
3526,DAYLIGHT 😭😭😭😭😭,daylight,neutral,0.966,
3527,Conrad stealing the spotlight with his 2 second appearance 🫠🫠 that man is so fine,conrad stealing the spotlight with his 2 second appearance  that man is so fine,approval,0.436,
3528,"I just know Belly is gonna do my man Jere dirty, I do not trust the trailer",i just know belly is gonna do my man jere dirty i do not trust the trailer,disgust,0.524,
3529,Just one glance if Conrad is enough to maintain that hype....his &quot;hey&quot;🎀💕🤌🤌,just one glance if conrad is enough to maintain that hypehis quotheyquot,neutral,0.967,
3530,ööööööööffffffffffffffffff CONRAD GO AWAY  !!!!!,ööööööööffffffffffffffffff conrad go away,neutral,0.826,
3531,Belly can play house with Jeremiah all she wants… but we all know her heart’s still at🫶🌊,belly can play house with jeremiah all she wants but we all know her hearts still at,neutral,0.953,
3532,i really really hope she ends upwith cocnrad guyyysssszzz😢,i really really hope she ends upwith cocnrad guyyysssszzz,optimism,0.855,
3533,I&#39;m sorry but 2 second into the video jelly had me  smiling like a goof. In my opinion Lola has the best chemistry with Gavin outta two male lead&#39;s flawless,i39m sorry but 2 second into the video jelly had me  smiling like a goof in my opinion lola has the best chemistry with gavin outta two male lead39s flawless,remorse,0.573,
3534,Help i cant stop replaying this teaser,help i cant stop replaying this teaser,neutral,0.811,
3535,Conrad ruined everything,conrad ruined everything,annoyance,0.309,
3536,Team Jeremiah💙,team jeremiah,neutral,0.956,
3537,JENNY’S BOOK TO SCREEN REFERENCES I AM ACTUALLY GOING TO LOSE MY MIND,jennys book to screen references i am actually going to lose my mind,neutral,0.235,
3538,We all can see how beautiful and loved belly looks with jermiahhh<br>And look at himmm<br>He is so happyyy to finally be with herrrr<br>And we all know that mother wrote Daylight to actually let us know what true love feels likeee,we all can see how beautiful and loved belly looks with jermiahhhbrand look at himmmbrhe is so happyyy to finally be with herrrrbrand we all know that mother wrote daylight to actually let us know what true love feels likeee,love,0.769,❤️
3539,I’m prepared to be wreckedddd omg 🥲😭 end of junior yearrrrr? Omgggg,im prepared to be wreckedddd omg  end of junior yearrrrr omgggg,excitement,0.39,
